Year,State,Cases,Disease,Population,Population Density
2018,Massachusetts,46,HepatitisB,6547629.0,839.4
2019,Massachusetts,37,HepatitisB,6547629.0,839.4
2020,Massachusetts,17,HepatitisB,7029917.0,901.2
2021,Massachusetts,14,HepatitisB,7029917.0,901.2
2022,Massachusetts,21,HepatitisB,7029917.0,901.2
2023,Massachusetts,36,HepatitisB,7029917.0,901.2
2000,Michigan,427,HepatitisB,9938444.0,175.8
2001,Michigan,618,HepatitisB,9938444.0,175.8
2002,Michigan,327,HepatitisB,9938444.0,175.8
2003,Michigan,223,HepatitisB,9938444.0,175.8
2004,Michigan,240,HepatitisB,9938444.0,175.8
2005,Michigan,169,HepatitisB,9938444.0,175.8
2006,Michigan,141,HepatitisB,9938444.0,175.8
2007,Michigan,120,HepatitisB,9938444.0,175.8
2008,Michigan,149,HepatitisB,9938444.0,175.8
2009,Michigan,132,HepatitisB,9938444.0,175.8
2010,Michigan,122,HepatitisB,9883640.0,174.8
2011,Michigan,91,HepatitisB,9883640.0,174.8
2012,Michigan,81,HepatitisB,9883640.0,174.8
2013,Michigan,53,HepatitisB,9883640.0,174.8
2014,Michigan,50,HepatitisB,9883640.0,174.8
2015,Michigan,56,HepatitisB,9883640.0,174.8
2016,Michigan,45,HepatitisB,9883640.0,174.8
2017,Michigan,61,HepatitisB,9883640.0,174.8
2018,Michigan,77,HepatitisB,9883640.0,174.8
2019,Michigan,64,HepatitisB,9883640.0,174.8
2020,Michigan,43,HepatitisB,10077331.0,178.0
2021,Michigan,35,HepatitisB,10077331.0,178.0
2022,Michigan,33,HepatitisB,10077331.0,178.0
2023,Michigan,43,HepatitisB,10077331.0,178.0
2000,Minnesota,58,HepatitisB,4919479.0,61.8
2001,Minnesota,44,HepatitisB,4919479.0,61.8
2002,Minnesota,52,HepatitisB,4919479.0,61.8
2003,Minnesota,55,HepatitisB,4919479.0,61.8
2004,Minnesota,64,HepatitisB,4919479.0,61.8
2005,Minnesota,42,HepatitisB,4919479.0,61.8
2006,Minnesota,32,HepatitisB,4919479.0,61.8
2007,Minnesota,25,HepatitisB,4919479.0,61.8
2008,Minnesota,25,HepatitisB,4919479.0,61.8
2009,Minnesota,38,HepatitisB,4919479.0,61.8
2010,Minnesota,23,HepatitisB,5303925.0,66.6
2011,Minnesota,20,HepatitisB,5303925.0,66.6
2012,Minnesota,17,HepatitisB,5303925.0,66.6
2013,Minnesota,19,HepatitisB,5303925.0,66.6
2014,Minnesota,16,HepatitisB,5303925.0,66.6
2015,Minnesota,19,HepatitisB,5303925.0,66.6
2016,Minnesota,21,HepatitisB,5303925.0,66.6
2017,Minnesota,23,HepatitisB,5303925.0,66.6
2018,Minnesota,16,HepatitisB,5303925.0,66.6
2019,Minnesota,16,HepatitisB,5303925.0,66.6
2020,Minnesota,7,HepatitisB,5706494.0,71.7
2021,Minnesota,10,HepatitisB,5706494.0,71.7
2022,Minnesota,15,HepatitisB,5706494.0,71.7
2023,Minnesota,8,HepatitisB,5706494.0,71.7
2000,Mississippi,110,HepatitisB,2844658.0,60.6
2001,Mississippi,93,HepatitisB,2844658.0,60.6
2002,Mississippi,92,HepatitisB,2844658.0,60.6
2003,Mississippi,112,HepatitisB,2844658.0,60.6
2004,Mississippi,102,HepatitisB,2844658.0,60.6
2005,Mississippi,53,HepatitisB,2844658.0,60.6
2006,Mississippi,13,HepatitisB,2844658.0,60.6
2007,Mississippi,37,HepatitisB,2844658.0,60.6
2008,Mississippi,50,HepatitisB,2844658.0,60.6
2009,Mississippi,33,HepatitisB,2844658.0,60.6
2010,Mississippi,33,HepatitisB,2967297.0,63.2
2011,Mississippi,57,HepatitisB,2967297.0,63.2
2012,Mississippi,78,HepatitisB,2967297.0,63.2
2013,Mississippi,55,HepatitisB,2967297.0,63.2
2014,Mississippi,48,HepatitisB,2967297.0,63.2
2015,Mississippi,50,HepatitisB,2967297.0,63.2
2016,Mississippi,31,HepatitisB,2967297.0,63.2
2017,Mississippi,44,HepatitisB,2967297.0,63.2
2018,Mississippi,40,HepatitisB,2967297.0,63.2
2019,Mississippi,49,HepatitisB,2967297.0,63.2
2020,Mississippi,35,HepatitisB,2961279.0,63.1
2021,Mississippi,15,HepatitisB,2961279.0,63.1
2022,Mississippi,7,HepatitisB,2961279.0,63.1
2023,Mississippi,13,HepatitisB,2961279.0,63.1
2000,Missouri,149,HepatitisB,5595211.0,81.4
2001,Missouri,130,HepatitisB,5595211.0,81.4
2002,Missouri,119,HepatitisB,5595211.0,81.4
2003,Missouri,248,HepatitisB,5595211.0,81.4
2004,Missouri,146,HepatitisB,5595211.0,81.4
2005,Missouri,76,HepatitisB,5595211.0,81.4
2006,Missouri,62,HepatitisB,5595211.0,81.4
2007,Missouri,39,HepatitisB,5595211.0,81.4
2008,Missouri,38,HepatitisB,5595211.0,81.4
2009,Missouri,47,HepatitisB,5595211.0,81.4
2010,Missouri,67,HepatitisB,5988927.0,87.1
2011,Missouri,60,HepatitisB,5988927.0,87.1
2012,Missouri,48,HepatitisB,5988927.0,87.1
2013,Missouri,61,HepatitisB,5988927.0,87.1
2014,Missouri,31,HepatitisB,5988927.0,87.1
2015,Missouri,35,HepatitisB,5988927.0,87.1
2016,Missouri,40,HepatitisB,5988927.0,87.1
2017,Missouri,31,HepatitisB,5988927.0,87.1
2018,Missouri,18,HepatitisB,5988927.0,87.1
2019,Missouri,33,HepatitisB,5988927.0,87.1
2020,Missouri,16,HepatitisB,6154913.0,89.5
2021,Missouri,11,HepatitisB,6154913.0,89.5
2022,Missouri,7,HepatitisB,6154913.0,89.5
2023,Missouri,16,HepatitisB,6154913.0,89.5
2000,Montana,8,HepatitisB,902195.0,6.2
2001,Montana,3,HepatitisB,902195.0,6.2
2002,Montana,10,HepatitisB,902195.0,6.2
2003,Montana,16,HepatitisB,902195.0,6.2
2004,Montana,14,HepatitisB,902195.0,6.2
2005,Montana,10,HepatitisB,902195.0,6.2
2006,Montana,5,HepatitisB,902195.0,6.2
2007,Montana,1,HepatitisB,902195.0,6.2
2008,Montana,2,HepatitisB,902195.0,6.2
2009,Montana,1,HepatitisB,902195.0,6.2
2010,Montana,0,HepatitisB,989415.0,6.8
2011,Montana,0,HepatitisB,989415.0,6.8
2012,Montana,2,HepatitisB,989415.0,6.8
2013,Montana,4,HepatitisB,989415.0,6.8
2014,Montana,0,HepatitisB,989415.0,6.8
2015,Montana,4,HepatitisB,989415.0,6.8
2016,Montana,1,HepatitisB,989415.0,6.8
2017,Montana,3,HepatitisB,989415.0,6.8
2018,Montana,1,HepatitisB,989415.0,6.8
2019,Montana,1,HepatitisB,989415.0,6.8
2020,Montana,5,HepatitisB,1084225.0,7.4
2021,Montana,2,HepatitisB,1084225.0,7.4
2022,Montana,2,HepatitisB,1084225.0,7.4
2023,Montana,1,HepatitisB,1084225.0,7.4
2000,Nebraska,44,HepatitisB,1711263.0,22.3
2001,Nebraska,35,HepatitisB,1711263.0,22.3
2002,Nebraska,31,HepatitisB,1711263.0,22.3
2003,Nebraska,32,HepatitisB,1711263.0,22.3
2004,Nebraska,44,HepatitisB,1711263.0,22.3
2005,Nebraska,17,HepatitisB,1711263.0,22.3
2006,Nebraska,20,HepatitisB,1711263.0,22.3
2007,Nebraska,13,HepatitisB,1711263.0,22.3
2008,Nebraska,9,HepatitisB,1711263.0,22.3
2009,Nebraska,22,HepatitisB,1711263.0,22.3
2010,Nebraska,12,HepatitisB,1826341.0,23.8
2011,Nebraska,12,HepatitisB,1826341.0,23.8
2012,Nebraska,10,HepatitisB,1826341.0,23.8
2013,Nebraska,9,HepatitisB,1826341.0,23.8
2014,Nebraska,8,HepatitisB,1826341.0,23.8
2015,Nebraska,3,HepatitisB,1826341.0,23.8
2016,Nebraska,8,HepatitisB,1826341.0,23.8
2017,Nebraska,10,HepatitisB,1826341.0,23.8
2018,Nebraska,3,HepatitisB,1826341.0,23.8
2019,Nebraska,23,HepatitisB,1826341.0,23.8
2020,Nebraska,1,HepatitisB,1961504.0,25.5
2021,Nebraska,1,HepatitisB,1961504.0,25.5
2022,Nebraska,4,HepatitisB,1961504.0,25.5
2023,Nebraska,7,HepatitisB,1961504.0,25.5
2000,Nevada,55,HepatitisB,1998257.0,18.2
2001,Nevada,52,HepatitisB,1998257.0,18.2
2002,Nevada,71,HepatitisB,1998257.0,18.2
2003,Nevada,87,HepatitisB,1998257.0,18.2
2004,Nevada,77,HepatitisB,1998257.0,18.2
2005,Nevada,48,HepatitisB,1998257.0,18.2
2006,Nevada,42,HepatitisB,1998257.0,18.2
2007,Nevada,49,HepatitisB,1998257.0,18.2
2008,Nevada,43,HepatitisB,1998257.0,18.2
2009,Nevada,34,HepatitisB,1998257.0,18.2
2010,Nevada,41,HepatitisB,2700551.0,24.6
2011,Nevada,29,HepatitisB,2700551.0,24.6
2012,Nevada,28,HepatitisB,2700551.0,24.6
2013,Nevada,29,HepatitisB,2700551.0,24.6
2014,Nevada,21,HepatitisB,2700551.0,24.6
2015,Nevada,25,HepatitisB,2700551.0,24.6
2016,Nevada,22,HepatitisB,2700551.0,24.6
2017,Nevada,30,HepatitisB,2700551.0,24.6
2018,Nevada,23,HepatitisB,2700551.0,24.6
2019,Nevada,23,HepatitisB,2700551.0,24.6
2020,Nevada,14,HepatitisB,3104614.0,28.3
2021,Nevada,16,HepatitisB,3104614.0,28.3
2022,Nevada,25,HepatitisB,3104614.0,28.3
2023,Nevada,40,HepatitisB,3104614.0,28.3
2000,New Hampshire,19,HepatitisB,1235786.0,138.0
2001,New Hampshire,16,HepatitisB,1235786.0,138.0
2002,New Hampshire,25,HepatitisB,1235786.0,138.0
2003,New Hampshire,24,HepatitisB,1235786.0,138.0
2004,New Hampshire,43,HepatitisB,1235786.0,138.0
2005,New Hampshire,29,HepatitisB,1235786.0,138.0
2006,New Hampshire,11,HepatitisB,1235786.0,138.0
2007,New Hampshire,5,HepatitisB,1235786.0,138.0
2008,New Hampshire,8,HepatitisB,1235786.0,138.0
2009,New Hampshire,6,HepatitisB,1235786.0,138.0
2010,New Hampshire,5,HepatitisB,1316470.0,147.0
2011,New Hampshire,3,HepatitisB,1316470.0,147.0
2012,New Hampshire,4,HepatitisB,1316470.0,147.0
2013,New Hampshire,2,HepatitisB,1316470.0,147.0
2014,New Hampshire,4,HepatitisB,1316470.0,147.0
2015,New Hampshire,0,HepatitisB,1316470.0,147.0
2016,New Hampshire,0,HepatitisB,1316470.0,147.0
2017,New Hampshire,0,HepatitisB,1316470.0,147.0
2018,New Hampshire,4,HepatitisB,1316470.0,147.0
2019,New Hampshire,5,HepatitisB,1316470.0,147.0
2020,New Hampshire,6,HepatitisB,1377529.0,153.8
2021,New Hampshire,1,HepatitisB,1377529.0,153.8
2022,New Hampshire,4,HepatitisB,1377529.0,153.8
2023,New Hampshire,8,HepatitisB,1377529.0,153.8
2000,New Jersey,179,HepatitisB,8414350.0,1144.2
2001,New Jersey,286,HepatitisB,8414350.0,1144.2
2002,New Jersey,344,HepatitisB,8414350.0,1144.2
2003,New Jersey,183,HepatitisB,8414350.0,1144.2
2004,New Jersey,216,HepatitisB,8414350.0,1144.2
2005,New Jersey,239,HepatitisB,8414350.0,1144.2
2006,New Jersey,164,HepatitisB,8414350.0,1144.2
2007,New Jersey,162,HepatitisB,8414350.0,1144.2
2008,New Jersey,118,HepatitisB,8414350.0,1144.2
2009,New Jersey,93,HepatitisB,8414350.0,1144.2
2010,New Jersey,77,HepatitisB,8791894.0,1195.5
2011,New Jersey,73,HepatitisB,8791894.0,1195.5
2012,New Jersey,70,HepatitisB,8791894.0,1195.5
2013,New Jersey,65,HepatitisB,8791894.0,1195.5
2014,New Jersey,77,HepatitisB,8791894.0,1195.5
2015,New Jersey,85,HepatitisB,8791894.0,1195.5
2016,New Jersey,59,HepatitisB,8791894.0,1195.5
2017,New Jersey,57,HepatitisB,8791894.0,1195.5
2018,New Jersey,64,HepatitisB,8791894.0,1195.5
2019,New Jersey,78,HepatitisB,8791894.0,1195.5
2020,New Jersey,44,HepatitisB,9288994.0,1263.0
2021,New Jersey,40,HepatitisB,9288994.0,1263.0
2022,New Jersey,50,HepatitisB,9288994.0,1263.0
2023,New Jersey,44,HepatitisB,9288994.0,1263.0
2000,New Mexico,144,HepatitisB,1819046.0,15.0
2001,New Mexico,136,HepatitisB,1819046.0,15.0
2002,New Mexico,146,HepatitisB,1819046.0,15.0
2003,New Mexico,36,HepatitisB,1819046.0,15.0
2004,New Mexico,20,HepatitisB,1819046.0,15.0
2005,New Mexico,20,HepatitisB,1819046.0,15.0
2006,New Mexico,24,HepatitisB,1819046.0,15.0
2007,New Mexico,13,HepatitisB,1819046.0,15.0
2008,New Mexico,12,HepatitisB,1819046.0,15.0
2009,New Mexico,8,HepatitisB,1819046.0,15.0
2010,New Mexico,5,HepatitisB,2059179.0,17.0
2011,New Mexico,10,HepatitisB,2059179.0,17.0
2012,New Mexico,3,HepatitisB,2059179.0,17.0
2013,New Mexico,3,HepatitisB,2059179.0,17.0
2014,New Mexico,2,HepatitisB,2059179.0,17.0
2015,New Mexico,2,HepatitisB,2059179.0,17.0
2016,New Mexico,1,HepatitisB,2059179.0,17.0
2017,New Mexico,1,HepatitisB,2059179.0,17.0
2018,New Mexico,2,HepatitisB,2059179.0,17.0
2019,New Mexico,4,HepatitisB,2059179.0,17.0
2020,New Mexico,0,HepatitisB,2117522.0,17.5
2021,New Mexico,1,HepatitisB,2117522.0,17.5
2022,New Mexico,0,HepatitisB,2117522.0,17.5
2023,New Mexico,6,HepatitisB,2117522.0,17.5
2000,New York,710,HepatitisB,18976457.0,402.7
2001,New York,813,HepatitisB,18976457.0,402.7
2002,New York,873,HepatitisB,18976457.0,402.7
2003,New York,303,HepatitisB,18976457.0,402.7
2004,New York,254,HepatitisB,18976457.0,402.7
2005,New York,233,HepatitisB,18976457.0,402.7
2006,New York,202,HepatitisB,18976457.0,402.7
2007,New York,211,HepatitisB,18976457.0,402.7
2008,New York,173,HepatitisB,18976457.0,402.7
2009,New York,129,HepatitisB,18976457.0,402.7
2010,New York,139,HepatitisB,19378102.0,411.2
2011,New York,134,HepatitisB,19378102.0,411.2
2012,New York,113,HepatitisB,19378102.0,411.2
2013,New York,117,HepatitisB,19378102.0,411.2
2014,New York,95,HepatitisB,19378102.0,411.2
2015,New York,80,HepatitisB,19378102.0,411.2
2016,New York,103,HepatitisB,19378102.0,411.2
2017,New York,81,HepatitisB,19378102.0,411.2
2018,New York,56,HepatitisB,19378102.0,411.2
2019,New York,85,HepatitisB,19378102.0,411.2
2020,New York,45,HepatitisB,20201249.0,428.7
2021,New York,54,HepatitisB,20201249.0,428.7
2022,New York,48,HepatitisB,20201249.0,428.7
2023,New York,55,HepatitisB,20201249.0,428.7
2000,North Carolina,256,HepatitisB,8049313.0,165.6
2001,North Carolina,221,HepatitisB,8049313.0,165.6
2002,North Carolina,233,HepatitisB,8049313.0,165.6
2003,North Carolina,163,HepatitisB,8049313.0,165.6
2004,North Carolina,212,HepatitisB,8049313.0,165.6
2005,North Carolina,167,HepatitisB,8049313.0,165.6
2006,North Carolina,159,HepatitisB,8049313.0,165.6
2007,North Carolina,128,HepatitisB,8049313.0,165.6
2008,North Carolina,81,HepatitisB,8049313.0,165.6
2009,North Carolina,104,HepatitisB,8049313.0,165.6
2010,North Carolina,113,HepatitisB,9535483.0,196.1
2011,North Carolina,109,HepatitisB,9535483.0,196.1
2012,North Carolina,73,HepatitisB,9535483.0,196.1
2013,North Carolina,75,HepatitisB,9535483.0,196.1
2014,North Carolina,100,HepatitisB,9535483.0,196.1
2015,North Carolina,165,HepatitisB,9535483.0,196.1
2016,North Carolina,170,HepatitisB,9535483.0,196.1
2017,North Carolina,190,HepatitisB,9535483.0,196.1
2018,North Carolina,220,HepatitisB,9535483.0,196.1
2019,North Carolina,187,HepatitisB,9535483.0,196.1
2020,North Carolina,135,HepatitisB,10439388.0,214.7
2021,North Carolina,142,HepatitisB,10439388.0,214.7
2022,North Carolina,110,HepatitisB,10439388.0,214.7
2023,North Carolina,105,HepatitisB,10439388.0,214.7
2000,North Dakota,3,HepatitisB,642200.0,9.3
2001,North Dakota,2,HepatitisB,642200.0,9.3
2002,North Dakota,8,HepatitisB,642200.0,9.3
2003,North Dakota,2,HepatitisB,642200.0,9.3
2004,North Dakota,4,HepatitisB,642200.0,9.3
2005,North Dakota,2,HepatitisB,642200.0,9.3
2006,North Dakota,1,HepatitisB,642200.0,9.3
2007,North Dakota,2,HepatitisB,642200.0,9.3
2008,North Dakota,2,HepatitisB,642200.0,9.3
2009,North Dakota,0,HepatitisB,642200.0,9.3
2010,North Dakota,0,HepatitisB,672591.0,9.7
2011,North Dakota,0,HepatitisB,672591.0,9.7
2012,North Dakota,0,HepatitisB,672591.0,9.7
2013,North Dakota,0,HepatitisB,672591.0,9.7
2014,North Dakota,0,HepatitisB,672591.0,9.7
2015,North Dakota,2,HepatitisB,672591.0,9.7
2016,North Dakota,2,HepatitisB,672591.0,9.7
2017,North Dakota,0,HepatitisB,672591.0,9.7
2018,North Dakota,2,HepatitisB,672591.0,9.7
2019,North Dakota,7,HepatitisB,672591.0,9.7
2020,North Dakota,4,HepatitisB,779094.0,11.3
2021,North Dakota,2,HepatitisB,779094.0,11.3
2022,North Dakota,1,HepatitisB,779094.0,11.3
2023,North Dakota,1,HepatitisB,779094.0,11.3
2000,Ohio,107,HepatitisB,11353140.0,277.8
2001,Ohio,92,HepatitisB,11353140.0,277.8
2002,Ohio,110,HepatitisB,11353140.0,277.8
2003,Ohio,160,HepatitisB,11353140.0,277.8
2004,Ohio,116,HepatitisB,11353140.0,277.8
2005,Ohio,136,HepatitisB,11353140.0,277.8
2006,Ohio,123,HepatitisB,11353140.0,277.8
2007,Ohio,124,HepatitisB,11353140.0,277.8
2008,Ohio,118,HepatitisB,11353140.0,277.8
2009,Ohio,88,HepatitisB,11353140.0,277.8
2010,Ohio,95,HepatitisB,11536504.0,282.3
2011,Ohio,90,HepatitisB,11536504.0,282.3
2012,Ohio,178,HepatitisB,11536504.0,282.3
2013,Ohio,225,HepatitisB,11536504.0,282.3
2014,Ohio,171,HepatitisB,11536504.0,282.3
2015,Ohio,409,HepatitisB,11536504.0,282.3
2016,Ohio,299,HepatitisB,11536504.0,282.3
2017,Ohio,285,HepatitisB,11536504.0,282.3
2018,Ohio,310,HepatitisB,11536504.0,282.3
2019,Ohio,311,HepatitisB,11536504.0,282.3
2020,Ohio,131,HepatitisB,11799448.0,288.8
2021,Ohio,106,HepatitisB,11799448.0,288.8
2022,Ohio,74,HepatitisB,11799448.0,288.8
2023,Ohio,35,HepatitisB,11799448.0,288.8
2000,Oklahoma,178,HepatitisB,3450654.0,50.3
2001,Oklahoma,116,HepatitisB,3450654.0,50.3
2002,Oklahoma,110,HepatitisB,3450654.0,50.3
2003,Oklahoma,76,HepatitisB,3450654.0,50.3
2004,Oklahoma,80,HepatitisB,3450654.0,50.3
2005,Oklahoma,61,HepatitisB,3450654.0,50.3
2006,Oklahoma,96,HepatitisB,3450654.0,50.3
2007,Oklahoma,152,HepatitisB,3450654.0,50.3
2008,Oklahoma,129,HepatitisB,3450654.0,50.3
2009,Oklahoma,122,HepatitisB,3450654.0,50.3
2010,Oklahoma,115,HepatitisB,3751351.0,54.7
2011,Oklahoma,100,HepatitisB,3751351.0,54.7
2012,Oklahoma,79,HepatitisB,3751351.0,54.7
2013,Oklahoma,40,HepatitisB,3751351.0,54.7
2014,Oklahoma,57,HepatitisB,3751351.0,54.7
2015,Oklahoma,37,HepatitisB,3751351.0,54.7
2016,Oklahoma,32,HepatitisB,3751351.0,54.7
2017,Oklahoma,41,HepatitisB,3751351.0,54.7
2018,Oklahoma,6,HepatitisB,3751351.0,54.7
2019,Oklahoma,17,HepatitisB,3751351.0,54.7
2020,Oklahoma,31,HepatitisB,3959353.0,57.7
2021,Oklahoma,30,HepatitisB,3959353.0,57.7
2022,Oklahoma,33,HepatitisB,3959353.0,57.7
2023,Oklahoma,21,HepatitisB,3959353.0,57.7
2000,Oregon,124,HepatitisB,3421399.0,35.6
2001,Oregon,168,HepatitisB,3421399.0,35.6
2002,Oregon,128,HepatitisB,3421399.0,35.6
2003,Oregon,121,HepatitisB,3421399.0,35.6
2004,Oregon,110,HepatitisB,3421399.0,35.6
2005,Oregon,95,HepatitisB,3421399.0,35.6
2006,Oregon,82,HepatitisB,3421399.0,35.6
2007,Oregon,59,HepatitisB,3421399.0,35.6
2008,Oregon,41,HepatitisB,3421399.0,35.6
2009,Oregon,44,HepatitisB,3421399.0,35.6
2010,Oregon,42,HepatitisB,3831074.0,39.9
2011,Oregon,32,HepatitisB,3831074.0,39.9
2012,Oregon,25,HepatitisB,3831074.0,39.9
2013,Oregon,32,HepatitisB,3831074.0,39.9
2014,Oregon,32,HepatitisB,3831074.0,39.9
2015,Oregon,24,HepatitisB,3831074.0,39.9
2016,Oregon,20,HepatitisB,3831074.0,39.9
2017,Oregon,23,HepatitisB,3831074.0,39.9
2018,Oregon,18,HepatitisB,3831074.0,39.9
2019,Oregon,17,HepatitisB,3831074.0,39.9
2020,Oregon,17,HepatitisB,4237256.0,44.1
2021,Oregon,18,HepatitisB,4237256.0,44.1
2022,Oregon,17,HepatitisB,4237256.0,44.1
2023,Oregon,10,HepatitisB,4237256.0,44.1
2000,Pennsylvania,276,HepatitisB,12281054.0,274.5
2001,Pennsylvania,327,HepatitisB,12281054.0,274.5
2002,Pennsylvania,342,HepatitisB,12281054.0,274.5
2003,Pennsylvania,294,HepatitisB,12281054.0,274.5
2004,Pennsylvania,293,HepatitisB,12281054.0,274.5
2005,Pennsylvania,205,HepatitisB,12281054.0,274.5
2006,Pennsylvania,172,HepatitisB,12281054.0,274.5
2007,Pennsylvania,188,HepatitisB,12281054.0,274.5
2008,Pennsylvania,157,HepatitisB,12281054.0,274.5
2009,Pennsylvania,106,HepatitisB,12281054.0,274.5
2010,Pennsylvania,72,HepatitisB,12702379.0,283.9
2011,Pennsylvania,84,HepatitisB,12702379.0,283.9
2012,Pennsylvania,63,HepatitisB,12702379.0,283.9
2013,Pennsylvania,43,HepatitisB,12702379.0,283.9
2014,Pennsylvania,68,HepatitisB,12702379.0,283.9
2015,Pennsylvania,61,HepatitisB,12702379.0,283.9
2016,Pennsylvania,43,HepatitisB,12702379.0,283.9
2017,Pennsylvania,69,HepatitisB,12702379.0,283.9
2018,Pennsylvania,61,HepatitisB,12702379.0,283.9
2019,Pennsylvania,91,HepatitisB,12702379.0,283.9
2020,Pennsylvania,50,HepatitisB,13002700.0,290.6
2021,Pennsylvania,37,HepatitisB,13002700.0,290.6
2022,Pennsylvania,47,HepatitisB,13002700.0,290.6
2023,Pennsylvania,43,HepatitisB,13002700.0,290.6
2000,Rhode Island,46,HepatitisB,1048319.0,1014.0
2001,Rhode Island,33,HepatitisB,1048319.0,1014.0
2002,Rhode Island,36,HepatitisB,1048319.0,1014.0
2003,Rhode Island,21,HepatitisB,1048319.0,1014.0
2004,Rhode Island,7,HepatitisB,1048319.0,1014.0
2005,Rhode Island,5,HepatitisB,1048319.0,1014.0
2006,Rhode Island,11,HepatitisB,1048319.0,1014.0
2007,Rhode Island,16,HepatitisB,1048319.0,1014.0
2008,Rhode Island,6,HepatitisB,1048319.0,1014.0
2009,Rhode Island,7,HepatitisB,1048319.0,1014.0
2010,Rhode Island,9,HepatitisB,1052567.0,1018.1
2011,Rhode Island,9,HepatitisB,1052567.0,1018.1
2012,Rhode Island,0,HepatitisB,1052567.0,1018.1
2013,Rhode Island,0,HepatitisB,1052567.0,1018.1
2014,Rhode Island,0,HepatitisB,1052567.0,1018.1
2015,Rhode Island,0,HepatitisB,1052567.0,1018.1
2016,Rhode Island,0,HepatitisB,1052567.0,1018.1
2017,Rhode Island,0,HepatitisB,1052567.0,1018.1
2018,Rhode Island,0,HepatitisB,1052567.0,1018.1
2019,Rhode Island,0,HepatitisB,1052567.0,1018.1
2020,Rhode Island,0,HepatitisB,1097379.0,1061.4
2021,Rhode Island,0,HepatitisB,1097379.0,1061.4
2022,Rhode Island,1,HepatitisB,1097379.0,1061.4
2023,Rhode Island,5,HepatitisB,1097379.0,1061.4
2000,South Carolina,23,HepatitisB,4012012.0,133.5
2001,South Carolina,72,HepatitisB,4012012.0,133.5
2002,South Carolina,135,HepatitisB,4012012.0,133.5
2003,South Carolina,201,HepatitisB,4012012.0,133.5
2004,South Carolina,147,HepatitisB,4012012.0,133.5
2005,South Carolina,133,HepatitisB,4012012.0,133.5
2006,South Carolina,97,HepatitisB,4012012.0,133.5
2007,South Carolina,65,HepatitisB,4012012.0,133.5
2008,South Carolina,71,HepatitisB,4012012.0,133.5
2009,South Carolina,56,HepatitisB,4012012.0,133.5
2010,South Carolina,59,HepatitisB,4625364.0,153.9
2011,South Carolina,39,HepatitisB,4625364.0,153.9
2012,South Carolina,37,HepatitisB,4625364.0,153.9
2013,South Carolina,58,HepatitisB,4625364.0,153.9
2014,South Carolina,37,HepatitisB,4625364.0,153.9
2015,South Carolina,30,HepatitisB,4625364.0,153.9
2016,South Carolina,34,HepatitisB,4625364.0,153.9
2017,South Carolina,40,HepatitisB,4625364.0,153.9
2018,South Carolina,45,HepatitisB,4625364.0,153.9
2019,South Carolina,42,HepatitisB,4625364.0,153.9
2020,South Carolina,66,HepatitisB,5118425.0,170.2
2021,South Carolina,59,HepatitisB,5118425.0,170.2
2022,South Carolina,55,HepatitisB,5118425.0,170.2
2023,South Carolina,61,HepatitisB,5118425.0,170.2
2000,South Dakota,2,HepatitisB,754844.0,10.0
2001,South Dakota,1,HepatitisB,754844.0,10.0
2002,South Dakota,3,HepatitisB,754844.0,10.0
2003,South Dakota,4,HepatitisB,754844.0,10.0
2004,South Dakota,1,HepatitisB,754844.0,10.0
2005,South Dakota,8,HepatitisB,754844.0,10.0
2006,South Dakota,5,HepatitisB,754844.0,10.0
2007,South Dakota,7,HepatitisB,754844.0,10.0
2008,South Dakota,6,HepatitisB,754844.0,10.0
2009,South Dakota,4,HepatitisB,754844.0,10.0
2010,South Dakota,2,HepatitisB,814180.0,10.7
2011,South Dakota,2,HepatitisB,814180.0,10.7
2012,South Dakota,2,HepatitisB,814180.0,10.7
2013,South Dakota,5,HepatitisB,814180.0,10.7
2014,South Dakota,3,HepatitisB,814180.0,10.7
2015,South Dakota,2,HepatitisB,814180.0,10.7
2016,South Dakota,2,HepatitisB,814180.0,10.7
2017,South Dakota,2,HepatitisB,814180.0,10.7
2018,South Dakota,1,HepatitisB,814180.0,10.7
2019,South Dakota,5,HepatitisB,814180.0,10.7
2020,South Dakota,1,HepatitisB,886667.0,11.7
2021,South Dakota,2,HepatitisB,886667.0,11.7
2022,South Dakota,3,HepatitisB,886667.0,11.7
2023,South Dakota,3,HepatitisB,886667.0,11.7
2000,Tennessee,239,HepatitisB,5689283.0,138.0
2001,Tennessee,275,HepatitisB,5689283.0,138.0
2002,Tennessee,145,HepatitisB,5689283.0,138.0
2003,Tennessee,229,HepatitisB,5689283.0,138.0
2004,Tennessee,218,HepatitisB,5689283.0,138.0
2005,Tennessee,158,HepatitisB,5689283.0,138.0
2006,Tennessee,155,HepatitisB,5689283.0,138.0
2007,Tennessee,144,HepatitisB,5689283.0,138.0
2008,Tennessee,149,HepatitisB,5689283.0,138.0
2009,Tennessee,136,HepatitisB,5689283.0,138.0
2010,Tennessee,150,HepatitisB,6346105.0,153.9
2011,Tennessee,192,HepatitisB,6346105.0,153.9
2012,Tennessee,240,HepatitisB,6346105.0,153.9
2013,Tennessee,262,HepatitisB,6346105.0,153.9
2014,Tennessee,232,HepatitisB,6346105.0,153.9
2015,Tennessee,243,HepatitisB,6346105.0,153.9
2016,Tennessee,204,HepatitisB,6346105.0,153.9
2017,Tennessee,215,HepatitisB,6346105.0,153.9
